zip_code,store_count
19713,1
19711,1
81401,1
94587,1
77043,1
06110,1
93257,1
11385,1
92653,1
55344,1
32839,1
92308,1
92879,1
19406,1
32837,1
19403,1
19150,1
00850,1
32303,1
33311,1
32308,1
12701,1
55901,1
07514,1
07512,1
93436,1
32780,1
60134,1
60139,1
36203,1
81008,1
01453,1
97330,1
80207,1
74120,1
00987,1
85323,1
12010,1
98005,1
43055,1
98003,1
81620,1
20745,1
20740,1
20743,1
63028,1
60007,1
64055,1
84120,1
84121,1
90220,1
70062,1
70068,1
45449,1
80112,1
53024,1
04605,1
01020,1
52732,1
36535,1
33071,1
75052,2
44646,1
60642,1
08724,1
60647,1
73127,1
48360,1
14624,1
14625,1
33181,1
14621,1
14623,1
90066,1
49417,1
34974,1
49418,1
95776,1
98841,1
45069,1
13057,1
44333,1
18702,1
33853,1
78660,1
78664,1
30324,1
94541,1
94547,1
59102,1
37174,1
76710,1
87107,1
08050,1
08051,1
30529,1
08054,1
37772,1
30525,1
34201,1
30253,1
01201,1
83616,1
78717,1
30742,1
35150,1
23502,1
95304,1
27616,1
27615,1
50702,1
02917,1
02919,1
06611,1
72703,1
06614,1
77573,1
77373,1
92264,1
06854,1
66502,1
28217,1
28213,1
28211,1
31015,1
55330,1
13601,1
55337,1
07457,1
02132,1
78840,1
89147,1
89145,1
89149,1
92081,1
66762,1
32828,1
55025,1
92646,1
92647,1
32822,1
92865,1
92311,1
19365,1
74820,1
77024,1
73072,1
92881,1
01844,1
43460,1
97140,1
31909,1
06033,1
37075,1
06037,1
81505,1
32225,2
16066,1
32222,1
19703,1
19709,1
60123,1
21117,1
98106,1
64111,1
25438,1
10805,1
94303,1
32003,1
85339,1
97322,1
11753,1
85331,1
80214,1
74137,1
51106,1
11590,1
43040,1
63901,1
99212,1
49770,1
99218,1
94015,1
94014,2
60014,1
60015,1
90250,1
90255,1
36303,1
16803,1
84115,1
80108,1
98501,1
97216,1
34957,1
98290,1
48225,1
33442,1
33446,1
33196,1
75067,1
75063,1
99508,1
99507,1
99503,1
60659,1
37013,1
34429,1
48312,1
10710,1
70128,1
48316,1
70125,1
70123,1
62650,1
14870,1
14094,1
38637,1
34947,1
10573,1
18431,1
44256,1
70737,1
48044,1
27545,1
94551,1
86429,1
94559,1
63304,1
44143,1
63303,1
37167,1
87114,1
29577,1
30240,1
30534,1
29803,1
03743,1
30533,1
08060,1
78723,1
15904,1
40220,1
80751,1
07840,1
76504,1
08081,1
07069,1
07067,1
11232,1
78654,1
01301,1
30331,1
31206,1
02908,1
30339,1
23602,1
89801,1
01906,1
77565,1
77566,1
76180,1
76182,1
07202,1
77365,1
60188,1
55109,1
92253,1
29607,1
29605,1
06824,1
28227,1
29609,1
06489,2
95993,1
48051,1
35210,1
96080,1
02125,1
72404,1
93230,1
11369,1
61354,1
32818,1
91502,1
92630,2
32810,1
55744,1
01876,1
19355,1
19606,1
77037,1
77035,1
06002,1
98665,1
77584,1
02019,1
77581,1
13662,1
32250,1
32256,1
60803,1
60804,1
98445,1
32073,1
75455,1
55811,1
46060,1
11743,1
77630,1
11581,1
97045,1
75180,1
63044,1
92405,1
49548,1
60061,1
60060,1
49093,1
93907,1
49544,1
90241,1
61820,1
78411,1
90248,1
84106,1
85296,1
05201,1
95687,1
48235,1
33186,2
90065,1
75070,1
75071,1
21704,1
75074,1
21702,1
68116,1
78738,1
83852,1
84074,1
84070,1
60462,1
33050,1
48307,1
54401,1
90660,1
80002,1
85705,1
48430,1
48433,1
44137,1
44136,1
44130,1
10509,1
49431,1
34953,1
48126,1
48125,1
95758,1
44221,1
11967,1
33458,1
18360,1
15601,1
30180,1
30294,1
30189,1
87124,1
87123,1
87120,1
94565,1
04401,1
94560,1
32503,1
62226,1
33981,1
04086,1
37204,1
30501,1
78006,1
08075,1
68803,1
89705,1
89706,1
77093,1
08096,1
24540,1
07058,1
95367,1
08091,1
92408,1
07055,1
07054,1
11101,1
78640,1
83705,1
83704,1
63114,1
76205,1
27705,1
27707,1
48642,1
89014,1
77354,1
95219,1
92243,1
95212,1
95965,1
92530,1
79606,1
72653,1
94583,1
94588,1
78130,1
33073,1
65065,1
07302,1
92336,1
32807,1
12451,1
89120,1
89123,1
32809,1
48843,1
11354,1
92620,1
92626,1
22030,2
22031,1
01867,1
65202,1
75056,1
19342,1
06010,1
72501,1
77008,1
97123,1
10994,1
02062,1
16001,1
06492,1
93117,1
55318,1
60490,1
60491,1
21133,1
64137,1
17601,1
02322,1
32068,1
02324,1
19901,1
42001,1
56201,1
97058,1
43026,1
98052,1
46219,1
53186,1
20716,1
32114,1
04103,1
60073,1
49080,1
60074,1
12110,1
85283,1
85284,1
85286,1
93727,1
45324,1
27949,1
02780,1
75088,1
75087,1
75080,1
75243,1
84003,1
97470,1
80016,1
12205,2
45255,1
48334,1
80012,1
45251,1
80011,1
85716,1
48116,1
85714,1
70360,1
63139,1
85710,1
48446,1
96707,1
62305,1
21401,2
95742,1
54501,1
90056,1
78258,1
02472,1
90723,1
33426,1
78251,1
33881,1
14219,1
86409,1
48066,1
81212,1
94577,1
30512,1
30513,1
30518,1
99701,1
62234,1
01095,1
37216,1
07047,1
40207,1
78745,1
78744,1
50266,1
33950,1
03784,1
30286,1
15102,1
95351,2
15101,1
77904,1
28403,1
29910,1
02725,1
34986,1
30606,1
92831,1
12590,1
19446,1
37312,1
11003,1
74145,1
55121,1
44906,1
55124,1
55125,1
92504,1
02816,1
28083,1
23061,1
35124,1
94591,1
29621,1
66223,1
66046,1
93612,1
66048,1
73112,1
30328,1
07310,1
43230,1
48858,1
19116,1
82001,1
93215,1
74055,1
75503,1
19335,1
92337,1
77015,1
82718,1
15235,1
32904,1
32907,1
19020,2
32055,1
15237,2
17349,1
11355,1
43017,1
38305,1
98233,1
22312,1
93561,1
98042,1
97060,1
60707,1
60047,1
64012,1
64014,1
60041,1
20876,1
20877,1
85383,1
20706,1
19802,1
32127,1
42301,1
98134,1
43160,1
98133,2
60620,1
75098,1
39819,1
68137,1
68134,1
75092,1
75093,1
60443,1
84014,1
85018,1
45240,1
36801,1
80021,1
80020,1
90606,1
03801,1
80537,1
20906,1
48101,1
20904,1
44118,1
53222,1
44111,1
44116,1
19610,1
94601,1
37355,1
18964,1
37421,1
78249,2
13090,1
90040,1
12304,1
11901,1
33434,1
85122,1
34207,1
36117,2
84701,1
30161,1
33545,1
48076,1
90638,1
48071,1
29720,1
78028,1
29582,1
95648,1
01085,1
37221,1
36609,1
78759,1
40219,1
07036,1
30701,1
78753,1
79707,1
28412,1
95341,1
15137,1
33948,1
94901,1
31768,1
17970,1
34994,1
45504,1
30360,1
30014,1
30013,1
72211,1
77338,1
59404,1
30019,1
35064,1
48917,1
89032,1
76086,1
50320,1
50322,1
06810,1
29650,1
91731,1
91730,1
85737,1
92284,1
43228,1
43229,1
89104,1
89103,1
23230,1
34606,1
07495,1
23236,1
44805,1
48867,1
48864,1
35801,1
35803,1
32609,1
32607,1
77068,1
23834,1
23831,1
77063,1
77065,1
02048,1
07764,1
27105,1
27103,1
98632,1
64801,1
35244,1
35242,1
39042,1
19033,1
19030,1
75402,1
98383,1
98382,1
08701,1
02302,1
02852,1
37027,1
11791,1
93552,1
93551,1
27216,1
93555,1
60051,1
93955,1
60056,1
63136,1
00682,1
32137,1
25504,1
75460,1
80634,1
64154,1
64158,1
85260,1
20601,1
53090,1
33157,1
17402,1
75229,1
90631,1
90630,1
60453,1
03878,1
46237,1
53940,1
03874,1
80524,1
80525,1
10532,1
53546,1
33713,1
33710,1
63501,1
49441,1
48661,1
20110,1
78232,1
78239,1
37343,1
18976,1
90703,1
44212,1
33156,1
33403,1
02451,1
33401,1
54303,1
54650,1
03301,1
27587,1
39601,1
30577,1
84601,1
44109,1
34293,1
07027,1
15122,1
76033,1
54016,1
14304,1
38019,1
99611,1
38017,1
33573,1
78163,1
03276,1
30004,1
72209,1
12866,1
31021,1
29730,1
15010,1
95240,1
92562,1
15017,1
91204,1
53406,1
07801,1
23005,1
66202,1
29640,1
91722,1
77498,1
13790,1
79414,1
91945,1
79413,1
73132,1
77494,1
22601,1
73134,1
89113,1
89117,1
06776,1
55077,1
19134,1
15301,1
28602,1
60618,1
75044,1
77072,1
77070,1
06512,1
06514,1
04841,1
19008,1
92705,1
92704,1
98391,1
60202,1
32707,1
11784,1
06351,1
18052,1
88240,1
97005,1
37801,1
77471,1
44312,1
77478,1
17815,1
82609,1
93010,1
21811,1
95531,1
13413,1
60515,1
60517,1
01501,1
80601,1
45426,1
85258,1
60194,1
98409,2
85250,1
97535,1
84098,1
95403,1
21215,1
20147,1
85037,1
85035,1
85032,1
85031,1
60423,1
75231,1
75237,1
43615,1
43612,1
03862,1
03860,1
03867,1
03865,1
53207,1
19148,1
85741,1
14048,1
10469,1
20109,1
22980,1
78223,2
19145,1
84720,1
78227,1
78224,1
32534,1
78229,1
45356,1
80465,1
33411,1
33144,1
92867,1
33414,1
90712,1
04330,1
14221,1
14224,1
14225,1
14228,1
44004,1
30141,1
37398,1
08691,1
30144,2
70791,1
95661,1
95667,1
44484,1
30542,1
78596,1
37087,1
08234,1
84341,1
98374,1
78577,1
78572,1
76028,1
34287,1
32097,1
07012,1
48706,1
04062,1
28470,1
39532,1
90755,2
31707,1
94928,1
91406,1
91402,1
37660,1
33569,1
29414,1
30033,1
76248,1
30035,1
31520,1
77320,1
92570,1
07652,1
66217,1
66212,1
62002,1
28273,1
28277,1
68516,1
30720,1
47904,1
47274,1
02842,1
55449,1
55441,1
97146,1
93711,1
34668,1
87402,1
48059,1
80015,1
92374,1
92376,1
95380,1
92394,1
73013,1
92392,1
77040,1
61107,1
77598,1
14850,1
34711,1
47129,1
12524,1
15206,1
65804,1
84780,1
19018,1
76801,1
28105,1
19702,1
32714,1
82901,1
32712,1
41017,1
12065,1
44241,1
77449,1
27278,1
56537,1
93534,1
25526,1
96720,1
45011,1
49512,1
32159,1
60506,1
21060,2
64118,1
38128,1
85248,1
60181,1
43110,1
97701,1
97526,1
49601,1
98516,1
46545,1
96732,1
98188,1
75209,1
80501,1
85022,2
85023,1
80504,1
60430,1
60431,1
60435,1
43606,1
53147,1
53149,1
54494,1
66062,2
53212,1
46947,1
53227,1
17042,1
48390,1
10022,1
71301,1
83404,1
70433,1
71129,1
41042,1
04106,1
33604,1
33607,1
59808,1
44011,1
63366,1
54914,1
54915,1
95678,1
24014,1
24017,1
33771,1
33772,1
04210,1
74133,1
08755,1
18519,1
08201,1
84405,1
84404,1
03079,1
76011,1
07003,1
76017,1
33912,1
18336,1
33914,1
29406,1
79762,1
76308,1
30024,2
77304,1
37876,1
14564,1
18020,1
30809,1
97838,1
92545,1
03106,1
03103,1
91706,1
38104,1
14760,1
97914,1
40241,1
31601,1
34474,1
21237,1
34654,1
67846,1
39180,1
28625,1
12401,1
91367,1
35010,1
23111,1
23112,1
86404,1
95842,1
32548,1
19464,1
61115,1
32541,1
35630,1
88310,1
32940,1
08807,2
50021,1
93637,1
87507,1
93635,1
07751,1
07753,1
28134,1
32763,1
32765,1
98370,1
22150,1
22407,1
22401,1
93036,1
76901,1
77459,1
23970,1
16148,1
27262,1
96003,1
90731,1
82801,1
16323,1
98512,1
64506,1
52403,1
60085,1
32168,1
43123,1
93454,1
46375,1
98204,1
21234,2
10309,1
53044,1
10304,1
10303,1
75211,1
60153,1
43081,1
75218,1
99352,1
60409,1
02538,1
61938,1
57106,1
53132,1
97603,1
85345,1
14020,1
17050,1
68046,1
49707,1
10010,1
48386,1
33165,1
97217,1
75109,1
33162,1
60714,2
75104,1
01752,1
80401,1
41076,1
33618,1
33619,1
33615,1
58103,1
44024,1
20018,1
83501,1
95608,1
95603,1
95605,1
33761,1
33765,1
71203,1
37067,1
03063,1
03060,1
78552,1
70726,1
33909,1
33444,1
04005,1
33905,1
22801,1
78154,1
78155,1
39056,1
22192,1
30120,1
30122,1
30125,1
30127,1
37604,1
67501,1
07103,1
75061,1
30052,1
92551,1
85901,1
92557,1
28056,1
38115,1
62025,1
38117,1
95076,1
39466,1
77840,1
08360,1
72032,1
60561,1
40258,1
29501,1
34135,1
30354,1
78209,1
91910,1
91915,1
30907,1
02886,1
04901,1
92154,2
44513,1
61615,1
91351,1
91355,1
91605,1
35603,1
00928,1
92807,1
92801,1
84065,1
11205,1
89523,1
23666,1
33040,1
77511,1
32953,1
32958,1
56425,1
55423,1
48315,1
73149,1
00979,1
06418,1
77429,1
02150,1
92029,1
92024,1
92027,1
92020,1
60525,1
21046,1
21040,1
16335,1
21042,1
32177,1
96740,1
00802,1
85226,1
85224,1
46383,1
06256,1
32084,1
56601,1
46410,1
11420,1
46143,1
46140,1
21220,1
21224,1
17112,1
17111,1
21227,1
21228,1
53051,1
60415,1
33611,1
79936,2
11735,1
46706,1
98520,1
84088,1
20152,1
96817,1
48629,1
90745,1
94070,1
01760,1
84770,1
23060,1
01089,1
45030,1
45036,1
33331,1
35125,1
10465,1
99019,1
63385,1
48532,1
98837,1
75006,1
63144,1
24073,1
49801,1
77833,1
80301,1
37076,1
33027,1
33026,1
33020,1
33023,1
02703,1
78521,1
78520,1
03054,1
03053,1
30223,1
08002,1
94404,1
39503,1
27410,1
99654,1
44036,1
71106,1
30135,1
78415,1
83202,1
78410,1
78634,1
76109,1
76108,1
89060,1
30043,1
30041,1
30047,2
73110,1
08210,1
33805,1
03431,1
73505,1
91762,1
27526,1
91766,1
27523,1
47933,1
27529,1
29680,1
72023,1
67601,1
68521,1
47715,1
34109,1
31404,1
47712,1
93720,1
02891,1
07601,1
92120,1
92126,1
92128,1
01970,1
07936,1
91340,1
28806,1
28803,1
22556,1
95823,1
95825,1
06082,1
95826,1
11214,1
34741,1
47150,1
77505,1
89086,1
08822,1
97301,1
94553,1
32966,1
07730,1
07731,1
55432,1
55433,1
55431,1
55434,1
00960,1
00961,1
99324,1
98683,1
65616,1
49202,1
88201,1
35501,1
02143,1
86326,1
26330,1
02149,1
53704,1
92057,1
92056,1
21030,1
22304,1
94086,1
22044,1
01545,1
01540,1
97756,1
85215,1
32405,1
32746,1
75901,1
11433,1
11434,1
99337,1
98226,1
21784,1
56387,1
60177,1
29576,1
01606,1
42701,1
25309,1
11726,1
11727,1
98532,1
11725,2
11722,1
11720,1
99801,1
80246,1
85365,1
11729,1
85541,1
71111,1
97402,1
84092,1
97408,1
20782,1
95492,1
85142,1
75160,1
38478,1
75165,1
45150,1
62959,1
33328,1
44281,1
33322,1
33323,1
33324,1
10451,1
29212,1
78726,1
60607,1
75013,1
60609,1
36066,1
02771,1
33034,1
37040,1
44460,1
37917,1
08540,1
30214,1
58701,1
53018,1
95136,1
87031,1
27406,1
27407,1
44515,1
02601,1
30106,1
30101,1
78626,1
78620,1
47546,1
76112,1
19428,1
39402,1
95050,1
33813,1
28031,1
91752,1
76063,1
83651,1
83301,1
37921,1
72015,1
92821,1
89436,1
31419,1
34112,1
51503,1
15401,1
18103,1
29229,1
30076,1
30075,1
72903,1
30078,1
91803,1
77089,1
23322,1
23321,1
23320,1
95832,1
95833,1
77081,1
77087,1
77085,1
95073,1
34758,1
93662,1
31093,1
86004,1
86001,1
37115,1
08837,1
19055,1
22306,1
35757,1
73160,1
92223,1
92592,1
32407,1
06385,1
06382,1
55379,1
67209,1
06473,1
06477,1
33064,1
93065,1
86314,1
75041,1
32571,1
60543,1
60540,1
98031,1
44070,1
35404,1
08731,1
85209,2
85201,1
85204,1
93405,1
56007,1
38866,1
56001,1
79912,1
60164,1
21157,1
85374,1
90505,1
49002,1
96766,1
21804,1
93313,1
93312,1
26105,1
84042,1
81303,1
49735,1
48609,1
54311,1
20176,1
48604,1
85552,1
75150,1
63011,2
63010,1
20772,1
44720,1
80439,1
33135,1
33133,1
30143,1
70503,1
70053,1
59718,1
05495,1
95630,1
05701,1
75023,1
60614,1
75024,1
36695,1
75028,1
63125,1
63127,1
48197,1
48170,1
80920,2
14615,1
20194,1
95129,1
79124,1
95124,1
95125,1
95127,1
76262,1
95123,1
44053,1
13021,1
44056,1
33647,1
30114,1
30115,1
30117,1
78613,1
95020,1
24202,1
37830,1
28792,1
91748,1
91740,1
94513,1
34233,1
78504,1
83642,1
37129,1
76543,1
34691,1
23462,1
44870,1
03561,1
92692,1
95336,1
30062,1
30064,1
30066,1
91320,1
28314,1
77521,1
34769,1
11239,1
72756,1
11234,1
89511,1
89512,1
89521,1
55413,1
55416,1
55362,1
32218,1
16509,1
55369,1
11520,1
86301,1
37814,1
11713,1
02169,2
92071,1
43701,1
92677,1
32506,1
93277,1
93274,1
07728,1
21014,1
97086,1
29483,1
77082,1
06040,1
77703,1
98332,1
64081,1
10940,1
94533,1
90680,1
00726,1
00728,1
60110,1
75701,1
19958,1
80223,1
85302,1
80227,1
80226,1
80229,1
85308,2
02370,1
93306,1
49036,1
11706,1
97317,1
93309,1
36867,1
53711,1
20165,1
48341,1
60025,1
70615,1
75146,1
55428,1
17013,1
63005,1
70518,1
97224,1
97220,1
12144,1
80134,1
97229,1
70043,1
80132,1
85635,1
48507,1
96913,1
45040,1
48509,1
90028,1
77084,1
87301,1
48326,1
33014,1
95482,1
21740,1
33010,1
33012,1
75034,1
33018,1
98801,1
83815,1
48188,1
42104,1
48180,2
37920,1
48183,1
48187,1
08520,1
48167,1
10547,1
33781,1
20186,1
29301,1
29307,1
70460,1
70461,1
33304,1
13039,1
08638,1
13031,1
44060,1
71730,1
30308,1
30655,1
59901,1
78602,1
95037,1
95035,1
33870,1
27518,1
07644,1
28546,1
94520,1
62269,1
76048,1
30274,1
78041,1
76040,1
76240,1
06708,1
91792,1
07876,1
35173,1
80023,1
07095,1
07094,1
40504,1
92683,1
40502,1
92110,1
80027,1
24504,1
92113,1
92117,1
76134,1
76135,1
76137,1
70501,1
30097,1
30096,1
30093,1
77551,1
44119,1
31322,1
23188,1
61761,1
92203,1
08852,1
08850,1
95928,1
08857,1
06457,1
32205,1
19090,1
19720,1
11550,1
11554,1
12601,1
23452,1
23456,1
92064,1
92069,1
92843,1
39110,1
16602,1
60560,1
21001,1
98011,1
98029,1
29678,1
93422,1
43402,1
06057,1
10950,1
10954,1
69361,1
46320,1
29072,1
85086,1
38133,1
60102,1
60103,1
91710,1
88011,1
02360,1
30250,1
43065,1
49022,1
11772,1
46032,1
43068,1
96782,1
46256,1
46254,1
45213,1
45211,1
48374,1
94608,1
75605,1
60031,1
63033,1
00659,1
98277,1
45459,1
98271,1
80129,1
70072,1
80124,1
80123,2
85210,1
90017,1
85621,1
90047,1
33461,1
33463,1
52722,1
46818,1
29223,1
60638,1
60639,1
02747,1
49684,1
33068,1
08865,1
01035,1
44202,1
90303,1
90301,1
84041,1
36526,1
77385,1
59602,1
48150,1
80909,1
70810,1
80906,1
70815,1
70816,1
79109,1
20817,1
98903,1
38655,1
38654,1
48084,1
48089,1
33511,1
18045,1
67220,1
30642,1
30643,1
91016,1
94530,1
14701,1
95008,1
94538,1
30260,1
08045,1
17331,1
37922,1
30265,1
30269,1
76705,1
78704,1
07860,1
91784,1
19124,1
91786,1
72601,1
07080,1
76092,1
07083,1
07088,1
91304,1
20724,1
91307,1
14207,1
72117,1
66604,1
01923,2
34788,1
06606,1
12550,1
12804,1
92782,1
15275,1
13820,1
92270,1
39213,1
35768,1
30680,1
